division_name,depot_name,route_code,device_imei,event_location,event_date,speed,ignition_status,gps_status,main_battery_status,vehicle_status,running_status,vehicle_reg_no
RAIGAD,MURUD,,8.62818E+14,"Murud bus station, Revdanda Murud Road, Murud, Kulaba, Raigad, Maharashtra, 402400, India",17:27.0,0,0,1,0,ON ROAD,locationEvent,MH20BL3274
RAIGAD,ROHA,,8.69247E+14,"Roha Bus Station, SH60, Roha, Kulaba, Raigad, Maharashtra, 402105, India",16:36.0,0,0,1,1,ON ROAD,locationEvent,MH14BT3962
KOLHAPUR,KAGAL,,8.62818E+14,"Kagal, Kolhapur, Maharashtra, 416216, India",16:32.0,4.8,0,1,1,ON ROAD,locationEvent,MH14BT5657
NASIK,NANDGAON,,8.67322E+14,"NH753J, Malegaon, ?????, Nashik, Maharashtra, 423200, India",16:30.0,25.3,1,1,1,ON ROAD,"locationEvent,lowBatteryResetAlert",MH14BT4175
NASIK,NANDGAON,,8.67322E+14,"SH25, Nandgaon, ?????, Nashik, Maharashtra, 423106, India",15:46.0,0,0,1,0,ON ROAD,locationEvent,MH14BT3279
KOLHAPUR,ICHALKARANJI,,8.68997E+14,"Vikash Nagar, Jawaharnagar, Ichalkaranji, Hatkanangle, Kolhapur, Maharashtra, India",13:28.0,0,0,1,0,ON ROAD,locationEvent,MH07C7080
KOLHAPUR,GARGOTI,,8.62818E+14,GARGOTI Depot,13:26.0,0,0,1,0,ON ROAD,locationEvent,MH14BT3118
RAIGAD,MURUD,,8.69247E+14,"Murud bus station, Revdanda Murud Road, Murud, Kulaba, Raigad, Maharashtra, 402400, India",11:50.0,0,0,1,1,ON ROAD,locationEvent,MH14BT4906
RAIGAD,MURUD,,8.62818E+14,"Murud bus station, Revdanda Murud Road, Murud, Kulaba, Raigad, Maharashtra, 402400, India",11:21.0,0,0,1,0,ON ROAD,"locationEvent,stopEvent",MH20BL2473
LATUR,LATUR,,8.62818E+14,"Mitra Nagar, Latur, Maharashtra, 413512, India",11:01.0,0,0,1,0,OFF ROAD,locationEvent,MH06BW0763
RATNAGIRI,KHED,,8.62818E+14,"SH104, Khed, Kulaba, Konkan Division, Maharashtra, 415709, India",10:42.0,0,0,1,0,ON ROAD,locationEvent,MH14BT2754
SANGLI,KAVTHEMAHANKAL,,8.69247E+14,"Kirloskarwadi, Palus, Sangli district, Maharashtra, India",09:30.0,0,0,1,0,ON ROAD,locationEvent,MH14BT1263
PUNE,RAJGURUNAGAR,,8.62818E+14,"Ravikiran, NH60, Manchar, Pune, Pune District, Maharashtra, 410503, India",09:00.0,48.8,1,1,0,ON ROAD,"locationEvent,harshAccelerateAlert",MH14BT4833
NAGPUR,NAGPUR RURAL 1,,8.62818E+14,"Nagpur Main Bus Stand, Bus Stand Road, Shaniwari, Gandhi Baug, Nagpur, Maharashtra, 440001, India",08:39.0,0,0,2,0,ON ROAD,locationEvent,MH40Y5242
BHANDARA,GONDIA,,8.62818E+14,GONDIA - Bus Stop,08:07.0,0,0,1,0,ON ROAD,locationEvent,MH40Y5262
AMRAVATI,CHANDUR BAZAR,,8.62818E+14,CHANDUR BAZAR - Bus Stop,08:04.0,0,0,1,0,ON ROAD,locationEvent,MH40AQ6261
MUMBAI,PAREL MUMBAI,,8.67322E+14,"J Bhatankar Marg, G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400025, India",07:44.0,0,1,1,1,ON ROAD,locationEvent,MH06S9548
THANE,THANE I,,8.67322E+14,THANE CBS - Bus Stop,07:34.0,0,0,1,0,ON ROAD,locationEvent,MH20BL0388
SANGLI,TASGAON,,8.69247E+14,"NH160, Tasgaon, Sangli district, Maharashtra, 416312, India",06:18.0,0,0,1,0,ON ROAD,locationEvent,MH06S8158
RAIGAD,MAHAD,,8.68997E+14,MAHAD - Bus Stop,05:56.0,0,0,1,0,ON ROAD,locationEvent,MH14BT2056
THANE,VITTHAL WADI,,8.62818E+14,"Vitthalwadi, Vithalawadi Station road, Vitthalwadi, Kalyan, Thane, Maharashtra, 421002, India",05:53.0,0,0,1,1,ON ROAD,"locationEvent,stopEvent",MH20BL0972
OSMANABAD,OSMANABAD,,8.62818E+14,"Osmanabad, Maharashtra, 413500, India",05:18.0,0,0,1,0,ON ROAD,"locationEvent,tiltAlert",MH40N9745
AHMADNAGAR,TARAKPUR,,8.69247E+14,"Tarakpur Bus Stand, Ahmednagar Loni Dhanora Road, Maliwada Ganpati, Ahmadnagar, Ahmednagar, Maharashtra, 414001, India",05:17.0,0,0,1,0,ON ROAD,locationEvent,MH07C9113
SATARA,KARAD,,8.67322E+14,"Karad Bus Stand, Khanapur Road, Agashiv Nagar, Karad, Satara, Maharashtra, 415100, India",04:59.0,0,0,1,0,ON ROAD,locationEvent,MH14BT0976
SANGLI,JAT,,8.69247E+14,JAT Depot,04:17.0,0,0,1,0,ON ROAD,locationEvent,MH14BT3687
PUNE,RAJGURUNAGAR,,8.62818E+14,"Rajgurunagar Wafgaon Road, Rajgurunagar, Khed, Pune, Pune District, Maharashtra, 412205, India",03:35.0,12,1,1,1,ON ROAD,locationEvent,MH40N9233
PUNE,RAJGURUNAGAR,,8.62818E+14,"SH54, Rajgurunagar, Khed, Pune, Pune District, Maharashtra, 412205, India",02:27.0,0,0,1,0,ON ROAD,locationEvent,MH07C7078
RATNAGIRI,RAJAPUR,,8.69247E+14,"NH66, Rajapur, Ratnagiri, Maharashtra, 416702, India",02:26.0,0,0,1,1,ON ROAD,locationEvent,MH11BL9373
NAGPUR,NAGPUR RURAL 1,,8.62818E+14,"Shaniwari, Gandhi Baug, Nagpur, Maharashtra, 440001, India",02:21.0,0,0,1,1,ON ROAD,locationEvent,MH40AQ6189
SATARA,KARAD,,8.68997E+14,KARAD Depot,01:29.0,0,0,1,0,ON ROAD,locationEvent,MH14BT3665
KOLHAPUR,ICHALKARANJI,,8.68997E+14,"Vikash Nagar, Jawaharnagar, Ichalkaranji, Hatkanangle, Kolhapur, Maharashtra, India",00:44.0,0,0,1,0,ON ROAD,locationEvent,MH14BT2801
NASIK,KALWAN,,8.68997E+14,"SH17, Kalwan, ?????, Nashik, Maharashtra, 423500, India",00:41.0,0,0,1,0,ON ROAD,locationEvent,MH07C9344
OSMANABAD,OSMANABAD,,8.62818E+14,"Osmanabad, Maharashtra, 413500, India",00:14.0,0,0,2,0,ON ROAD,locationEvent,MH07C7433
SOLAPUR,PANDHARPUR,,8.62818E+14,"SH76, Pandharpur, Solapur, Maharashtra, 413300, India",59:47.0,0,0,2,1,ON ROAD,"locationEvent,stopEvent",MH14BT0465
THANE,MURBAD,,8.62818E+14,"Kalyan-Nagar Highway, Murbad, Thane, Maharashtra, India",59:37.0,63.6,0,1,1,ON ROAD,locationEvent,MH14BT2014
RAIGAD,ROHA,,8.69247E+14,"Roha Bus Station, SH60, Roha, Kulaba, Raigad, Maharashtra, 402105, India",58:35.0,0,0,1,0,ON ROAD,locationEvent,MH14BT2630
THANE,BHIVANDI,,8.62818E+14,"NH848, ??????, Bhiwandi, Thane, Maharashtra, 421302, India",58:19.0,0,0,1,0,AT DWS,locationEvent,MH20BL1480
MUMBAI,KURLA NEHRU NAGAR,,8.67322E+14,"M/W Ward, Mumbai, Mumbai Suburban, Maharashtra, 400024, India",57:58.0,0,1,1,1,ON ROAD,locationEvent,MH20BL3040
THANE,BHIVANDI,,8.62818E+14,BHIVANDI Depot,57:40.0,0,0,2,0,ON ROAD,locationEvent,MH14BT3980
JALGAON,JALGAON,,8.69247E+14,"Jalgaon, ?????, Jalgaon, Maharashtra, 425001, India",57:34.0,0,0,1,0,ON ROAD,locationEvent,MH14BT1316
SATARA,VADUJ,,8.62818E+14,"Vaduj, Satara, Maharashtra, 415506, India",56:31.0,0,0,1,0,ON ROAD,locationEvent,MH14BT4057
NAGPUR,NAGPUR CBS 1,,8.62818E+14,"Jat-tarodi Road, Shaniwari, Dhantoli, Nagpur, Maharashtra, 440001, India",56:02.0,0,0,1,1,ON ROAD,locationEvent,MH40N9607
RAIGAD,ALIBAG,,8.68997E+14,"bus stand, Mahavir Chowk, MHADA Colony, Alibag, Kulaba, Raigad, Maharashtra, 402200, India",55:01.0,0,1,1,1,ON ROAD,locationEvent,MH07C7398
KOLHAPUR,AJRA,,8.62818E+14,"Ajra, Kolhapur, Maharashtra, 416505, India",54:33.0,0,0,1,1,ON ROAD,locationEvent,MH12EF6545
KOLHAPUR,ICHALKARANJI,,8.68997E+14,"Vikash Nagar, Jawaharnagar, Ichalkaranji, Hatkanangle, Kolhapur, Maharashtra, India",54:29.0,0,0,1,0,ON ROAD,locationEvent,MH14BT3548
PUNE,INDAPUR,,8.62818E+14,"SH271, Bhandara, Bhandara, Bhandara, Maharashtra, 441900, India",54:03.0,0,0,1,0,ON ROAD,locationEvent,MH14BT3389
AHMADNAGAR,TARAKPUR,,8.69247E+14,"Tarakpur Bus Stand, Ahmednagar Loni Dhanora Road, Maliwada Ganpati, Ahmadnagar, Ahmednagar, Maharashtra, 414001, India",53:27.0,0,1,1,1,ON ROAD,"locationEvent,stopEvent",MH14BT0842
KOLHAPUR,GARGOTI,,8.62818E+14,"Gargoti, Kolhapur, Maharashtra, India",51:58.0,0,0,1,0,ON ROAD,locationEvent,MH14BT2865
CHANDRAPUR,CHANDRAPUR,,8.62818E+14,"MSRTC Chandrapur bus station, NH930, Chandrapur, Maharashtra, 442401, India",51:22.0,0,0,1,1,ON ROAD,locationEvent,MH40N8906
LATUR,LATUR,,8.62818E+14,"NH548B, Khadgaon, Latur, Maharashtra, 413512, India",50:19.0,0,0,2,0,ON ROAD,locationEvent,MH20BL3203
NAGPUR,UMRED,,8.62818E+14,"Umred, Nagpur, Maharashtra, 441203, India",50:00.0,0,1,2,1,ON ROAD,locationEvent,MH40N8580
RAIGAD,ALIBAG,,8.68997E+14,"bus stand, Mahavir Chowk, MHADA Colony, Alibag, Kulaba, Raigad, Maharashtra, 402200, India",49:40.0,0,1,1,1,ON ROAD,"stopEvent,locationEvent",MH14BT1400
MUMBAI,PAREL MUMBAI,,8.67322E+14,PAREL - Bus Stop,49:17.0,0,1,1,1,ON ROAD,locationEvent,MH20BL2967
RATNAGIRI,KHED,,8.69247E+14,"SH104, Khed, Kulaba, Konkan Division, Maharashtra, 415709, India",49:15.0,0,0,1,0,ON ROAD,locationEvent,MH20BL2778
THANE,KALYAN,,8.62818E+14,"Kalyan, Thane, Maharashtra, 421306, India",48:49.0,0,0,1,1,ON ROAD,locationEvent,MH07C7262
KOLHAPUR,KOLHAPUR,,8.67322E+14,KOLHAPUR Depot,47:49.0,0,0,1,0,ON ROAD,locationEvent,MH14BT1114
NAGPUR,NAGPUR CBS 1,,8.62818E+14,"Jat-tarodi Road, Shaniwari, Dhantoli, Nagpur, Maharashtra, 440001, India",47:33.0,0,0,2,0,ON ROAD,locationEvent,MH40N8150
SANGLI,ISLAMPUR,,8.68997E+14,"Islampur Bus Station, Peth-Sangli Road, Shivaj Chowk, Islampur, Walwa, Sangli district, Maharashtra, 415409, India",47:08.0,0,0,1,0,AT DWS,"locationEvent,lowBatteryResetAlert",MH14BT0962
THANE,THANE II,,8.67322E+14,"ST Bus Stand - Khopat, Lal Bahadur Shastri Marg, Kolse Wadi, Naupada, Thane, Maharashtra, 400606, India",47:06.0,0,1,1,1,ON ROAD,"locationEvent,stopEvent",MH20BL0016
SOLAPUR,PANDHARPUR,,8.62818E+14,"Pandharpur, Solapur, Maharashtra, 413300, India",46:51.0,0,1,2,1,ON ROAD,locationEvent,MH14BT4111
OSMANABAD,OSMANABAD,,8.62818E+14,OSMANABAD Depot,44:26.0,0,0,1,0,ON ROAD,locationEvent,MH40N9897
WARDHA,ARVI,,8.62818E+14,"NH647, Arvi, Wardha, Maharashtra, 442200, India",44:20.0,0,0,1,0,ON ROAD,locationEvent,MH40AQ6350
PUNE,SHIVAJINAGAR,,8.68996E+14,SHIVAJI NAGAR PUNE - Bus Stop,44:13.0,0,0,1,0,ON ROAD,"locationEvent,lowBatteryAlert",MH06S8108
RAIGAD,ROHA,,8.69247E+14,"Roha Bus Station, SH60, Roha, Kulaba, Raigad, Maharashtra, 402105, India",44:07.0,0,0,1,0,ON ROAD,locationEvent,MH14BT2585
MUMBAI,MUMBAI CENTRAL,,8.67322E+14,"Kopra Bridge, Kharghar Village, Kharghar, Kopra Village, Kulaba, Raigad, Maharashtra, 410210, India",43:34.0,54.4,1,1,1,ON ROAD,locationEvent,MH14BT3876
RATNAGIRI,DAPOLI,,8.62818E+14,"Dapoli ST, SH104, Dapoli, Kulaba, Konkan Division, Maharashtra, 415712, India",42:37.0,0,0,1,0,ON ROAD,locationEvent,MH20BL3329
RATNAGIRI,KHED,,8.69247E+14,"SH104, Khed, Kulaba, Konkan Division, Maharashtra, 415709, India",40:58.0,0,0,1,0,ON ROAD,locationEvent,MH14BT2442
MUMBAI,MUMBAI CENTRAL,,8.67322E+14,"E Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400008, India",39:46.0,0,0,1,0,ON ROAD,locationEvent,MH20BL2268
PUNE,SHIRUR,,8.62818E+14,"Shirur S.T Stand, Shirur Satara Road, Shirur, Pune, Pune District, Maharashtra, 413249, India",39:30.0,0,1,2,1,ON ROAD,locationEvent,MH06S8947
SANGLI,ISLAMPUR,,8.68997E+14,"Islampur Bus Station, Peth-Sangli Road, Shivaj Chowk, Islampur, Walwa, Sangli district, Maharashtra, 415409, India",39:09.0,0,0,1,0,ON ROAD,"lowBatteryResetAlert,locationEvent",MH408376
PARBHANI,PARBHANI,,8.62818E+14,"NH752K, Parbhani, Maharashtra, 431400, India",39:05.0,0,0,1,0,AT DWS,locationEvent,MH06S8783
RAIGAD,ROHA,,8.69247E+14,"Roha Bus Station, SH60, Roha, Kulaba, Raigad, Maharashtra, 402105, India",38:51.0,0,0,1,0,ON ROAD,locationEvent,MH14BT0261
KOLHAPUR,ICHALKARANJI,,8.68997E+14,SHAHAPUR - Bus Stop,38:20.0,0,0,1,0,ON ROAD,locationEvent,MH14BT3647
DHULE,NANDURBAR,,8.68997E+14,"SH6, Nandurbar, Nandubar, Maharashtra, 425412, India",38:09.0,0,0,1,0,ON ROAD,locationEvent,MH20BL3517
NANDED,NANDED ,,8.62818E+14,"Waghala, Nanded-Waghala, Nanded, Nanded, Maharashtra, 431600, India",37:16.0,0,1,2,1,ON ROAD,"locationEvent,stopEvent",MH06S8477
SATARA,PHALTAN,,8.69247E+14,"MSEB Colony, Phaltan, Satara, Maharashtra, 415523, India",37:01.0,0,0,1,0,ON ROAD,locationEvent,MH14BT0527
BEED,AMBAJOGAI,,8.62818E+14,"SH156;SH157, Ambajogai, Bir, Bid, Maharashtra, 431517, India",35:50.0,0,0,1,0,AT DWS,"lowBatteryAlert,locationEvent",MH20BL3852
PUNE,SWARGATE,,8.62818E+14,"Rajgurunagar Wafgaon Road, Rajgurunagar, Khed, Pune, Pune District, Maharashtra, 412205, India",34:36.0,0,0,1,0,ON ROAD,locationEvent,MH20D9390
NASIK,SATANA,,8.67322E+14,"Agra Mumbai Road, Ojhar, ?????, Nashik, Maharashtra, 422206, India",34:34.0,73.7,1,1,1,ON ROAD,"locationEvent,speedViolationAlert",MH14BT3595
PALGHAR,PALGHAR,,8.62818E+14,"Dhule, Maharashtra, 424001, India",34:32.0,0,0,1,0,ON ROAD,locationEvent,MH20BL4042
PALGHAR,DAHANU,,8.62818E+14,DAHANU Depot,34:30.0,0,0,1,0,ON ROAD,locationEvent,MH20BL0407
NASIK,PETH,,8.67322E+14,"Peint, ?????, Nashik, Maharashtra, 422208, India",33:51.0,0,0,1,0,ON ROAD,locationEvent,MH408859
SATARA,PHALTAN,,8.62818E+14,"MSEB Colony, Phaltan, Satara, Maharashtra, 415523, India",33:44.0,0,0,1,0,ON ROAD,locationEvent,MH40N9340
RAIGAD,ROHA,,8.69247E+14,"Roha Bus Station, SH60, Roha, Kulaba, Raigad, Maharashtra, 402105, India",33:12.0,0,0,1,0,ON ROAD,locationEvent,MH14BT2591
SATARA,VADUJ,,8.62818E+14,"Vaduj Dahiwadi Road, Vaduj, Satara, Maharashtra, 415506, India",32:51.0,27.2,0,1,1,ON ROAD,locationEvent,MH14BT3114
PUNE,SHIVAJINAGAR,,8.68996E+14,"Shivajinagar, Pune, Pune District, Maharashtra, 411001, India",32:45.0,0,0,1,0,ON ROAD,locationEvent,MH06S8975
CHANDRAPUR,WARORA,,8.62818E+14,WARORA - Bus Stop,32:43.0,0,0,1,0,ON ROAD,locationEvent,MH07C9411
BEED,BEED,,8.69247E+14,BEED Depot,32:36.0,0,1,1,1,ON ROAD,"locationEvent,stopEvent",MH20BL2300
NASIK,PIMPALGAON,,8.67322E+14,"Pimpalgaon Basvant, ?????, Nashik, Maharashtra, 422209, India",31:11.0,5.8,1,1,1,ON ROAD,locationEvent,MH40Y5668
RATNAGIRI,CHIPLUN,,8.68996E+14,CHIPLUN Depot,30:31.0,0,0,1,0,ON ROAD,locationEvent,MH20BL3034
PALGHAR,ARNALA,,8.62818E+14,VIRAR PUSHPANAGAR - Bus Stop,30:04.0,0,0,1,0,ON ROAD,"lowBatteryAlert,locationEvent",MH14BT1900
DHULE,DHULE,,8.62818E+14,"Dhule, Maharashtra, 424001, India",28:44.0,0,1,1,1,ON ROAD,locationEvent,MH20BL2595
SANGLI,ISLAMPUR,,8.68997E+14,"Islampur Bus Station, Peth-Sangli Road, Shivaj Chowk, Islampur, Walwa, Sangli district, Maharashtra, 415409, India",28:43.0,0,0,1,0,ON ROAD,locationEvent,MH40N9355
JALGAON,JALGAON,,8.69247E+14,JALGAON Depot,28:20.0,0,1,1,1,ON ROAD,locationEvent,MH20D9791
KOLHAPUR,ICHALKARANJI,,8.68997E+14,"Vikash Nagar, Jawaharnagar, Ichalkaranji, Hatkanangle, Kolhapur, Maharashtra, India",28:17.0,0,0,1,0,ON ROAD,locationEvent,MH14BT3415
OSMANABAD,OSMANABAD,,8.62818E+14,"Osmanabad, Maharashtra, 413500, India",28:07.0,0,0,1,0,ON ROAD,"stopEvent,locationEvent",MH20BL3891
KOLHAPUR,KOLHAPUR,,8.68996E+14,"Shivaji Park, Kolhapur, Maharashtra, 416008, India",27:20.0,0,1,1,1,ON ROAD,locationEvent,MH14BT4232
NAGPUR,NAGPUR RURAL 1,,8.62818E+14,"Ghat Road, Shaniwari, Dhantoli, Nagpur, Maharashtra, 440001, India",27:00.0,0,0,1,0,ON ROAD,locationEvent,MH40Y5492
DHULE,NANDURBAR,,8.68997E+14,"SH6, Nandurbar, Nandubar, Maharashtra, 425412, India",26:02.0,0,1,1,1,ON ROAD,locationEvent,MH06S8659
SATARA,PHALTAN,,8.69247E+14,"MSEB Colony, Phaltan, Satara, Maharashtra, 415523, India",25:58.0,0,0,1,0,ON ROAD,locationEvent,MH12EF6391
MUMBAI,KURLA NEHRU NAGAR,,8.67322E+14,"Sanpada Flyover, Sanpada, Navi Mumbai, Thane, Maharashtra, 400705, India",25:46.0,39.1,1,1,1,ON ROAD,locationEvent,MH20BL3001
LATUR,LATUR,,8.62818E+14,"NH548B, Take Nagar, Latur, Maharashtra, 413512, India",25:21.0,0,0,2,0,AT DWS,locationEvent,MH20BL0305
SANGLI,ISLAMPUR,,8.68997E+14,"Islampur Bus Station, Peth-Sangli Road, Shivaj Chowk, Islampur, Walwa, Sangli district, Maharashtra, 415409, India",25:07.0,0,0,1,0,ON ROAD,"locationEvent,stopEvent",MH408928
NAGPUR,NAGPUR RURAL 1,,8.62818E+14,"Ghat Road, Shaniwari, Dhantoli, Nagpur, Maharashtra, 440001, India",24:57.0,0,0,2,0,ON ROAD,"mainBatteryDisconnectAlert,locationEvent",MH20D7605
JALNA,PARTUR,,8.62818E+14,PARTUR Depot,24:25.0,0,0,1,0,ON ROAD,locationEvent,MH06S8780
AURANGABAD,AURANGABAD II,,8.69247E+14,"Aurangabad Central Bus Station, Bus Station Road, Guatam Nagar, Cantonment, Aurangabad, Maharashtra, 431002, India",24:04.0,0,1,1,1,ON ROAD,"locationEvent,stopEvent,unauthorizedStopAlert",MH20BL3920
NASIK,SINNAR,,8.67322E+14,SINNAR Depot,23:57.0,0,0,1,1,ON ROAD,locationEvent,MH14BT3623
AMRAVATI,WARUD,,8.62818E+14,"Warud, Amravati, Maharashtra, 444906, India",23:29.0,0,0,1,0,ON ROAD,locationEvent,MH40BL4067
KOLHAPUR,KOLHAPUR,,8.68997E+14,"Shivaji Park, Kolhapur, Maharashtra, 416008, India",22:29.0,0,0,1,0,ON ROAD,locationEvent,MH14BT0507
MUMBAI,MUMBAI CENTRAL,,8.67322E+14,GODAVARI COLLEGE - Bus Stop,22:22.0,0,0,1,1,ON ROAD,locationEvent,MH18BG2422
PUNE,RAJGURUNAGAR,,8.62818E+14,"Rajgurunagar Wafgaon Road, Rajgurunagar, Khed, Pune, Pune District, Maharashtra, 412205, India",21:17.0,0,0,1,0,ON ROAD,locationEvent,MH40N9395
AHMADNAGAR,SANGAMNER,,8.62818E+14,SANGAMNER Depot,20:22.0,0,1,1,1,BREAK DOWN,locationEvent,MH09EM1628
SANGLI,ATPADI,,8.62818E+14,"Atpadi, Sangli district, Maharashtra, 415300, India",19:48.0,0,0,1,0,ON ROAD,locationEvent,MH14BT3313
RATNAGIRI,DEORUKH,,8.62818E+14,"Devrukh, Ratnagiri, Maharashtra, 415804, India",19:48.0,0,0,2,0,ON ROAD,"locationEvent,stopEvent",MH20BL1960
KOLHAPUR,SAMBHAJI NAGAR,,8.68996E+14,"Sambhaji Nagar Bus Stand, SH130, Old More Colony, Rajarampuri, Kolhapur, Maharashtra, 416007, India",19:27.0,0,0,1,0,ON ROAD,locationEvent,MH07C9014
NANDED,HADGAON,,8.62818E+14,"Nanded-Waghala, Nanded, Nanded, Maharashtra, 431600, India",19:19.0,0,0,2,0,ON ROAD,locationEvent,MH20BL0273
KOLHAPUR,ICHALKARANJI,,8.68997E+14,"Vikash Nagar, Jawaharnagar, Ichalkaranji, Hatkanangle, Kolhapur, Maharashtra, India",18:57.0,0,1,1,1,ON ROAD,"locationEvent,stopEvent",MH40N9396
SINDHUDURG,MALVAN,,8.62818E+14,SINDHUDURAGNAGARI WATER TANK - Bus Stop,18:56.0,0,0,1,1,ON ROAD,locationEvent,MH14BT3063
KOLHAPUR,SAMBHAJI NAGAR,,8.68996E+14,"Vivekanand College and New model english school, Dadasaheb Patil Kaulavkar Marg, New Shahupuri, Shivaji Park, Kolhapur, Maharashtra, 416003, India",18:51.0,0,0,1,0,ON ROAD,"locationEvent,lowBatteryAlert",MH14BT0823
PUNE,SHIVAJINAGAR,,8.68997E+14,"NH753F, Sarawadi, Pune, Pune District, Maharashtra, 412210, India",18:34.0,53,1,1,1,ON ROAD,"locationEvent,emergencyWireCutAlert",MH06S8102
NANDED,NANDED ,,8.62818E+14,"Nanded-Waghala, Nanded, Nanded, Maharashtra, 431600, India",18:20.0,0,0,1,1,ON ROAD,locationEvent,MH20BL0480
KOLHAPUR,SAMBHAJI NAGAR,,8.68996E+14,"Sambhaji Nagar Bus Stand, SH130, Old More Colony, Rajarampuri, Kolhapur, Maharashtra, 416007, India",18:13.0,0,0,1,0,ON ROAD,"stopEvent,locationEvent",MH11T9274
RAIGAD,ROHA,,8.62818E+14,"Roha Bus Station, SH60, Roha, Kulaba, Raigad, Maharashtra, 402105, India",17:29.0,0,0,1,0,ON ROAD,locationEvent,MH14BT2578
NAGPUR,NAGPUR RURAL 2,,8.62818E+14,NAGPUR CBS 1 Depot,17:12.0,0,1,2,1,ON ROAD,locationEvent,MH40AQ6450
