"division_name","depot_name","division_id","depot_id","route_code","device_imei","event_location","event_date","speed","ignition_status","gps_status","main_battery_status","vehicle_status","running_status","vehicle_reg_no"
"SATARA","KOREGAON","50","129"," ","869247045738280","Rahimatpur, Satara, Maharashtra, 415511, India","2020-03-20 12:23:13.0","0","0","1","0","ON ROAD","locationEvent","MH14BT3784"
"SATARA","VADUJ","50","278"," ","862818040413777","VADUJ Depot","2020-03-20 12:22:16.0","0","1","1","1","ON ROAD","locationEvent,stopEvent","MH14BT1555"
"NASIK","LASALGAON","36","138"," ","867322030960637","NASIK OLD - Bus Stop","2020-03-20 12:21:10.0","0","0","1","0","ON ROAD","locationEvent,mainBatteryDisconnectAlert","MH40Y5669"
"RATNAGIRI","GUHAGAR","44","81"," ","862818041738255","NH66;166, Hathkamba, Ratnagiri, Maharashtra, India","2020-03-20 12:19:48.0","0","0","1","1","AT DWS","locationEvent,stopEvent","MH20BL1683"
"SANGLI","TASGAON","45","271"," ","869247045975445","SH136, Tasgaon, Sangli district, Maharashtra, 416312, India","2020-03-20 12:18:21.0","30.2","0","1","1","ON ROAD","locationEvent","MH12EF6049"
"NASIK","NASIK I","36","181"," ","868997037844360","Shankar Kalat Nagar, Hinjewadi Phase I, Punawale, Pune, Pune District, Maharashtra, 411057, India","2020-03-20 12:15:29.0","0","1","1","1","ON ROAD","locationEvent","MH14GU0738"
"KOLHAPUR","CHANDGAD","25","53"," ","862818040355994","State Highway 131, Chandgad, Kolhapur, Maharashtra, India","2020-03-20 12:13:58.0","0","0","1","0","ON ROAD","locationEvent","MH20D8991"
"AMRAVATI","BADNERA","3","25"," ","862818043690918","Multai, Multai Tahsi, Betul, Madhya Pradesh, 460661, India","2020-03-20 12:09:49.0","0","0","1","1","AT DWS","locationEvent,stopEvent","MH40Y5706"
"SOLAPUR","BARSHI","46","44"," ","862818047891546","SOLAPUR Depot","2020-03-20 11:59:52.0","0","0","1","0","ON ROAD","locationEvent,stopEvent,lowBatteryAlert","MH11BL9339"
"SANGLI","JAT","45","100","","869247045893861","JAT Depot","2020-03-20 11:18:24.0","0","0","1","0","ON ROAD","locationEvent","MH07C7310"
"SANGLI","JAT","45","100","","862818043689043","JAT Depot","2020-03-20 11:18:24.0","0","0","1","0","ON ROAD","locationEvent","MH14BT3401"
"JALGAON","JALGAON","23","103"," ","869247044595384","Asoda, Jalgaon, जळगाव, Jalgaon, Maharashtra, 425001, India","2020-03-20 11:14:49.0","0","1","1","1","AT DWS","unauthorizedStopAlert,locationEvent,stopEvent","MH06BW0857"
"BHANDARA","TUMSAR","9","269"," ","862818040301246","TUMSAR - Bus Stop","2020-03-20 11:04:14.0","0","1","2","1","ON ROAD","locationEvent,stopEvent","MH408720"
"PUNE","SHIVAJINAGAR","41","247"," ","867322031022163","NEW CBS - Bus Stop","2020-03-20 11:03:55.0","0","0","1","0","ON ROAD","locationEvent,stopEvent,lowBatteryAlert","MH14GU2069"
"PALGHAR","BOISAR","40","47"," ","868997036555454","Boisar, Palghar, Maharashtra, 401501, India","2020-03-20 11:02:53.0","0","0","2","0","ON ROAD","stopEvent,locationEvent","MH20BL0544"
"NAGPUR","NAGPUR RURAL 1","34","173"," ","862818043735705","Shaniwari, Gandhi Baug, Nagpur, Maharashtra, 440001, India","2020-03-20 10:53:12.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH14BT0819"
"MUMBAI","MUMBAI CENTRAL","32","142"," ","867322030764492","MUMBAI CENTRAL Depot","2020-03-20 10:45:03.0","0","1","1","1","ON ROAD","stopEvent,locationEvent","MH20BL3677"
"RATNAGIRI","CHIPLUN","44","62"," ","867322030842264","Mumbai Goa Highway, Parshuram, Ratnagiri, Maharashtra, 415707, India","2020-03-20 10:40:18.0","35.9"," ","1","1","ON ROAD","locationEvent","MH14BT2596"
"BHANDARA","TIRODA","9","270","","862818047803467","TIRODA - Bus Stop","2020-03-20 10:29:18.0","0","0","1","0","ON ROAD","locationEvent","MH40N8899"
"PALGHAR","VASAI","40","285"," ","862818040285720","Civil Hospital, Uthalsar Road, Kolse Wadi, Thane West, Thane, Maharashtra, 400606, India","2020-03-20 10:13:59.0","0","1","2","1","ON ROAD","locationEvent,stopEvent","MH20BL1037"
"OSMANABAD","OMERGA","37","186","","869247043450490","OMERGA - Bus Stop","2020-03-20 10:03:33.0","0","0","1","0","ON ROAD","locationEvent","MH13CU6937"
"NASIK","NASIK I","36","181"," ","867322030931364","THANE CBS - Bus Stop","2020-03-20 09:33:17.0","4.6","0","1","1","ON ROAD","tiltAlert,locationEvent","MH06BW0196"
"SANGLI","ISLAMPUR","45","99"," ","868997036653325","ISLAMPUR - Bus Stop","2020-03-20 09:18:50.0","0","0","1","0","ON ROAD","locationEvent,lowBatteryAlert,stopEvent","MH14BT0912"
"NASIK","NASIK I","36","181"," ","867322031157977","NASIK I Depot","2020-03-20 09:03:53.0","0","0","1","0","ON ROAD","lowBatteryAlert,stopEvent,locationEvent","MH18BG4606"
"NAGPUR","NAGPUR CBS 1","34","174"," ","862818040303333","Jat-tarodi Road, Shaniwari, Dhantoli, Nagpur, Maharashtra, 440001, India","2020-03-20 08:59:44.0","0","0","2","0","ON ROAD","stopEvent,unauthorizedStopAlert,locationEvent","MH40Y5357"
"RATNAGIRI","CHIPLUN","44","62"," ","868997035537669","Industrial Estate, Ratnagiri, Maharashtra, 415612, India","2020-03-20 08:49:15.0","0","1","1","1","AT DWS","locationEvent","MH14BT2760"
"SOLAPUR","AKLUJ","46","6"," ","862818047892106","SOLAPUR Depot","2020-03-20 08:44:36.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH20D9089"
"NASIK","NASIK I","36","181"," ","867322030764336","NASIK I Depot","2020-03-20 08:40:57.0","0","1","1","1","ON ROAD","locationEvent,stopEvent","MH18BG1240"
"MUMBAI","MUMBAI CENTRAL","32","142","121080","867322031132673","MUMBAI CENTRAL Depot","2020-03-20 08:33:48.0","0","1","1","1","ON ROAD","locationEvent,stopEvent","MH03CP3301"
"THANE","THANE I","51","262"," ","867322031099401","Evershine Nagari, Vasai-Virar, Palghar, Maharashtra, 401 208, India","2020-03-20 07:54:25.0","0","0","1","1","ON ROAD","stopEvent,locationEvent","MH11T9258"
"LATUR","LATUR","29","140"," ","869247044592563","HERLE - Bus Stop","2020-03-20 04:51:00.0","57","1","1","0","ON ROAD","locationEvent,speedViolationAlert","MH09EM9743"
"NAGPUR","NAGPUR RURAL 1","34","173"," ","862818043691957","Shaniwari, Gandhi Baug, Nagpur, Maharashtra, 440001, India","2020-03-20 02:37:40.0","0","0","1","0","ON ROAD","locationEvent,stopEvent,unauthorizedStopAlert","MH09EM1272"
"SOLAPUR","MANGALWEDHA","46","166"," ","869247045730188","MANGALWEDHA Depot","2020-03-20 01:02:42.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH14BT3661"
"NASIK","NASIK I","36","181"," ","867322031126774","DIV OFFICE - Bus Stop","2020-03-20 00:20:18.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH07C9161"
"AHMADNAGAR","SANGAMNER","4","244"," ","862818040408348","SANGAMNER Depot","2020-03-20 00:15:42.0","0","0","2","0","ON ROAD","locationEvent","MH40Y5992"
"PUNE","NARAYANGAON","41","180"," ","867322030905152","NARAYANGAON Depot","2020-03-19 23:38:13.0","0","0","1","0","ON ROAD","locationEvent,stopEvent,lowBatteryAlert","MH20D8629"
"AURANGABAD","AURANGABAD II","5","19"," ","869247044594593","Aurangabad Central Bus Station, Bus Station Road, Guatam Nagar, Cantonment, Aurangabad, Maharashtra, 431002, India","2020-03-19 22:39:53.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH04JK0191"
"SATARA","MEDHA","50","143"," ","862818040406839","SH 73, Medha, Satara, Maharashtra, 415022, India","2020-03-19 22:36:32.0","0","0","1","0","ON ROAD","stopEvent,locationEvent,lowBatteryAlert","MH20BL1359"
"WARDHA","HINGANGHAT","53","88"," ","862818047818697","HINGANGHAT - Bus Stop","2020-03-19 22:27:32.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH40Y5090"
"NAGPUR","NAGPUR RURAL 2","34","178"," ","862818043712290","Mominpura, Nagpur, Maharashtra, 440001, India","2020-03-19 20:51:07.0","0","0","1","0","ON ROAD","locationEvent,mainBatteryDisconnectAlert,stopEvent","MH09EM1537"
"SOLAPUR","PANDHARPUR","46","204"," ","862818040343065","SH76, Pandharpur, Solapur, Maharashtra, 413300, India","2020-03-19 19:51:25.0","0","0","1","0","ON ROAD","unauthorizedStopAlert,locationEvent,stopEvent","MH03CP4314"
"SATARA","SATARA","50","257"," ","868997031704578","SATARA Depot","2020-03-19 19:44:18.0","0","1","1","0","ON ROAD","locationEvent,stopEvent,tiltAlert","MH11BL9431"
"MUMBAI","PAREL MUMBAI","32","205","135125","867322031146483","NH66, Dasgaon, Kulāba, Konkan Division, Maharashtra, 402102, India","2020-03-19 18:56:35.0","48.9","0","1","0","ON ROAD","lowBatteryAlert,locationEvent","MH20BL3039"
"NANDED","KANDHAR","35","122"," ","862818048019766","Changsari, Kamrup, Assam, 781039, India","2020-03-19 18:27:00.0","0","0","1","0","ON ROAD","locationEvent","MH20BL2077"
"RAIGAD","MAHAD","43","145"," ","868997036562096","NH66, Mahad, Kulāba, Konkan Division, Maharashtra, 402300, India","2020-03-19 18:22:53.0","5","0","1","0","ON ROAD","locationEvent,lowBatteryAlert","MH20BL1583"
"NAGPUR","NAGPUR RURAL 2","34","178"," ","862818040311864","Katol Road, Seminary Hills, Nagpur, Maharashtra, 440001, India","2020-03-19 18:03:39.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH29BE1206"
"SANGLI","TASGAON","45","271"," ","869247045922710","NH48, Surul, Satara, Maharashtra, 415517, India","2020-03-19 17:52:09.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH14BT3269"
"NAGPUR","KATOL","34","135"," ","862818040356307","Jat-tarodi Road, Shaniwari, Dhantoli, Nagpur, Maharashtra, 440001, India","2020-03-19 17:42:06.0","0","0","2","0","ON ROAD","locationEvent,unauthorizedStopAlert,stopEvent","MH408977"
"PUNE","SHIRUR","41","252"," ","862818040411466","SHIRUR Depot","2020-03-19 17:39:37.0","0","1","2","0","ON ROAD","locationEvent,lowBatteryAlert","MH12CH7732"
"KOLHAPUR","KOLHAPUR","25","117"," ","868996035031756","Panhala, Kolhapur, Maharashtra, 416214, India","2020-03-19 17:37:32.0","35.5","0","1","0","ON ROAD","locationEvent,lowBatteryAlert","MH14BT3448"
"SATARA","DAHIVADI","50","75"," ","869247045730592","DAHIVADI Depot","2020-03-19 17:16:00.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH12EF6272"
"BHANDARA","PAONI","9","202"," ","862818047788684","Great Nag Road, Chandan Nagar, Dhantoli, Nagpur, Maharashtra, 440001, India","2020-03-19 17:00:02.0","21.3","0","1","0","ON ROAD","locationEvent,mainBatteryDisconnectAlert","MH40N9250"
"NAGPUR","KATOL","34","135"," ","862818040427991","KATOL - Bus Stop","2020-03-19 16:45:37.0","0","0","2","0","ON ROAD","stopEvent,locationEvent","MH408703"
"RATNAGIRI","CHIPLUN","44","62"," ","868996034793836","MDR32, Ratnagiri, Maharashtra, 415606, India","2020-03-19 16:38:01.0","13","0","1","0","ON ROAD","locationEvent","MH07C7494"
"SINDHUDURG","KUDAL","47","110"," ","869247044642079","KUDAL Depot","2020-03-19 16:36:21.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH13CU8263"
"SATARA","MAHABALESHWAR","50","167"," ","868997037847850","PEN RAMWADI - Bus Stop","2020-03-19 16:05:50.0","0","0","1","1","ON ROAD","locationEvent,stopEvent","MH14BT4438"
"NASIK","PETH","36","191"," ","867322031053671","Nashik, नाशिक, Nashik, Maharashtra, 422001, India","2020-03-19 15:26:56.0","0","0","1","0","ON ROAD","unauthorizedStopAlert,locationEvent,stopEvent","MH12EF6228"
"JALGAON","JALGAON","23","103"," ","869247044596085","WORKSHOP - Bus Stop","2020-03-19 14:48:04.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH20D8618"
"NASIK","PETH","36","191"," ","868997037843834","PETH Depot","2020-03-19 14:43:21.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH12EF6838"
"DHULE","DHULE","15","66"," ","869247044573886","Daulatabad view, Beed Chalisgaon, Khuldabad, Aurangabad, Maharashtra, India","2020-03-19 12:46:21.0","0","1","1","1","ON ROAD","locationEvent,stopEvent,unauthorizedStopAlert","MH20BL4046"
"WARDHA","PULGAON","53","198"," ","862818040413686","NH347A, Eklaspur, Pulgaon, Wardha, Maharashtra, 442302, India","2020-03-19 12:43:17.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH40Y5174"
"AHMADNAGAR","TARAKPUR","4","265"," ","869247044597703","TARAKPUR Depot","2020-03-19 12:39:13.0","0","1","1","1","ON ROAD","locationEvent,stopEvent","MH14BT1042"
"BEED","AMBAJOGAI","6","3"," ","862818040350557","SH156;SH157, Ambajogai, Bīr, Bid, Maharashtra, 431517, India","2020-03-19 12:24:19.0","0","0","1","0","ON ROAD","locationEvent,stopEvent,unauthorizedStopAlert","MH06BW1189"
"BHANDARA","BHANDARA","9","32"," ","862818043713488","Bhandara, Bhandāra, Bhandara, Maharashtra, 441900, India","2020-03-19 12:10:37.0","0","0","2","0","ON ROAD","stopEvent,locationEvent","MH12CH7610"
"SOLAPUR","AKKALKOT","46","7"," ","869247046007024","SOLAPUR Depot","2020-03-19 12:07:46.0","0","0","2","0","ON ROAD","locationEvent,stopEvent","MH14BT0635"
"RAIGAD","ROHA","43","224"," ","862818043714189","NH66, Pen, Kulāba, Raigad, Maharashtra, India","2020-03-19 11:55:50.0","0","0","1","0","ON ROAD","locationEvent,mainBatteryDisconnectAlert,stopEvent","MH14BT2374"
"THANE","BHIVANDI","51","48"," ","862818041631955","Thane Belapur Road, Kranti Nagar, Thane West, Thane, Maharashtra, 400605, India","2020-03-19 11:52:46.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH07C7504"
"RAIGAD","PEN","43","190"," ","862818041737604","PEN RAMWADI - Bus Stop","2020-03-19 11:29:45.0","0","0","2","0","ON ROAD","stopEvent,locationEvent","MH20D9773"
"THANE","BHIVANDI","51","48"," ","862818041631930","Omkareshwar Temple, Western Express Highway, R/C Ward, Zone 4, Mumbai, Mumbai Suburban, Maharashtra, 400066, India","2020-03-19 11:12:26.0","22.2","0","1","0","ON ROAD","locationEvent","MH20BL1669"
"RATNAGIRI","KHED","44","112"," ","862818043716937","Mumbai Goa Highway, Parshuram, Ratnagiri, Maharashtra, 415707, India","2020-03-19 11:03:46.0","23.9","0","1","0","ON ROAD","locationEvent","MH14BT2445"
"THANE","WADA","51","287"," ","862818041631674","Thane Belapur Road, Kranti Nagar, Thane West, Thane, Maharashtra, 400605, India","2020-03-19 10:52:53.0","0","0","1","0","ON ROAD","stopEvent,locationEvent","MH12EF6993"
"PALGHAR","PALGHAR","40","194"," ","868997036867867","PALGHAR Depot","2020-03-19 09:56:41.0","0","1","1","1","ON ROAD","locationEvent,stopEvent,ignitionOnAlert","MH20BL1044"
"SANGLI","TASGAON","45","271"," ","869247045923049","NH160, Visapur, Tasgaon, Sangli district, Maharashtra, 416314, India","2020-03-19 07:46:23.0","59.4","0","1","0","ON ROAD","locationEvent","MH12EF6269"
"AMRAVATI","AMRAVATI","3","16"," ","862818043710286","Oldbus stop, Nirmal, Nirmal mandal, Nirmal, Telangana, 504106, India","2020-03-19 07:06:32.0","0","0","2","0","ON ROAD","stopEvent,locationEvent","MH09EM1623"
"SANGLI","KAVTHEMAHANKAL","45","119"," ","862818043689233","Solapur, Maharashtra, India","2020-03-19 06:17:54.0","49","0","1","0","ON ROAD","locationEvent","MH12CH7344"
"RATNAGIRI","CHIPLUN","44","62","38540","862818041631138","CHIPLUN Depot","2020-03-19 05:34:06.0","0","0","1","0","ON ROAD","stopEvent,locationEvent","MH20BL4274"
"NAGPUR","NAGPUR RURAL 2","34","178"," ","862818040407829","Gandhi Baug, Nagpur, Maharashtra, 440001, India","2020-03-19 05:06:01.0","0","0","1","0","ON ROAD","stopEvent,locationEvent,lowBatteryAlert","MH29BE0876"
"MUMBAI","MUMBAI CENTRAL","32","142"," ","867322031197270","MUMBAI CENTRAL Depot","2020-03-19 04:37:43.0","0","A","1","3","ON ROAD","stopEvent,locationEvent","MH20BL3673"
"MUMBAI","MUMBAI CENTRAL","32","142","","867322031047301","MUMBAI CENTRAL - Bus Stop","2020-03-19 04:37:42.0","0","A","1","3","ON ROAD","locationEvent","MH14GU3405"
"MUMBAI","MUMBAI CENTRAL","32","142","","867322030791958","MUMBAI CENTRAL - Bus Stop","2020-03-19 04:37:42.0","0","A","1","3","ON ROAD","locationEvent","MH14GU3407"
"SOLAPUR","PANDHARPUR","46","204"," ","862818041741325","Pandharpur, Solapur, Maharashtra, 413300, India","2020-03-19 03:53:18.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH14GU3106"
"CHANDRAPUR","WARORA","14","291"," ","862818047788023","Warora, NH930, Warora, Chandrapur, Maharashtra, 442907, India","2020-03-19 03:49:34.0","0","0","1","0","ON ROAD","locationEvent,unauthorizedStopAlert,stopEvent","MH40Y5412"
"RATNAGIRI","RATNAGIRI","44","227"," ","869247044642707","NH66, Dasgaon, Kulāba, Konkan Division, Maharashtra, 402102, India","2020-03-19 02:49:50.0","62.7","1","1","1","ON ROAD","locationEvent,speedViolationStartAlert,speedViolationAlert","MH09EM8718"
"RATNAGIRI","MANDANGAD","44","159"," ","869247045882666","NH965DD, Mandangad, Kulāba, Konkan Division, Maharashtra, 415203, India","2020-03-19 00:26:17.0","0","0","1","0","ON ROAD","stopEvent,locationEvent","MH20D9577"
"PUNE","DAUND","41","68"," ","862818041736929","NH160, Veer Savarkar Nagar, Daund, Pune, Pune District, Maharashtra, 413800, India","2020-03-19 00:13:59.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH20D9338"
"NAGPUR","KATOL","34","135"," ","862818040414239","Automotive Square, Ring Road, P & T colony, Seminary Hills, Nagpur, Maharashtra, 440001, India","2020-03-18 23:55:59.0","0","0","2","0","ON ROAD","stopEvent,locationEvent","MH40AQ6245"
"WARDHA","WARDHA","53","290"," ","862818047903390","LONSAWALI - Bus Stop","2020-03-18 23:49:14.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH40Y5674"
"SANGLI","ISLAMPUR","45","99"," ","868997036635736","ISLAMPUR - Bus Stop","2020-03-18 23:36:40.0","0","0","1","0","ON ROAD","locationEvent","MH07C9019"
"NAGPUR","NAGPUR RURAL 2","34","178"," ","862818040356661","Bahadura, Nagpur, Maharashtra, 440001, India","2020-03-18 22:28:06.0","0","0","1","0","ON ROAD","stopEvent,locationEvent","MH29BE0873"
"SATARA","PATAN","50","214"," ","869247045975486","Baramati Bus Stand, Doctor Ambedakar Putalal Road, Samarth Nagar, Baramati, Pune, Pune District, Maharashtra, India","2020-03-18 20:54:42.0","0","0","1","0","ON ROAD","stopEvent,locationEvent","MH11BL9357"
"PUNE","RAJGURUNAGAR","41","220"," ","862818040424691","SH54, Rajgurunagar, Khed, Pune, Pune District, Maharashtra, 412205, India","2020-03-18 18:45:50.0","21.1","0","1","0","ON ROAD","locationEvent,lowBatteryAlert","MH07C7120"
"AMRAVATI","BADNERA","3","25"," ","862818043715624","Badnera, Amravati, Maharashtra, 444700, India","2020-03-18 18:32:55.0","0","0","1","0","ON ROAD","stopEvent,locationEvent","MH06BW1169"
"THANE","THANE I","51","262","64749","867322031125339","Evershine Nagari, Vasai-Virar, Palghar, Maharashtra, 401 208, India","2020-03-18 17:54:51.0","0","1","1","1","ON ROAD","locationEvent,pathViolationAlert,stopEvent","MH06S9372"
"RATNAGIRI","DAPOLI","44","70"," ","869247045882302","SH96, Dapoli, Kulāba, Konkan Division, Maharashtra, 415712, India","2020-03-18 17:48:55.0","26.3","0","1","1","ON ROAD","locationEvent","MH20D9732"
"SATARA","KOREGAON","50","129"," ","869247045731848","Satara, Maharashtra, 415504, India","2020-03-18 17:44:54.0","0","0","1","0","ON ROAD","locationEvent","MH06S8971"
"SOLAPUR","PANDHARPUR","46","204"," ","867322030786719","NH52, Georai, Bīr, Bid, Maharashtra, 431127, India","2020-03-18 17:32:44.0","60.6","1","1","1","ON ROAD","locationEvent","MH14BT3658"
"PUNE","SHIRUR","41","252"," ","862818041634769","SHIRUR Depot","2020-03-18 17:30:00.0","0","0","1","1","ON ROAD","locationEvent","MH14BT1238"
"SANGLI","TASGAON","45","271"," ","869247045968408","NH160, Tasgaon, Sangli district, Maharashtra, 416312, India","2020-03-18 16:57:37.0","0","0","1","0","ON ROAD","locationEvent,stopEvent,unauthorizedStopAlert","MH06S8309"
"THANE","SHAHAPUR","51","236"," ","862818040285993","SH38, Shahapur, Thane, Maharashtra, 421601, India","2020-03-18 15:48:35.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH20D8884"
"JALGAON","JAMNER","23","107"," ","862818040285068","Prozone, town Center industris, N-2 Cidco, Cidco, Aurangabad, Maharashtra, 431002, India","2020-03-18 15:47:35.0","0","0","1","0","AT DWS","locationEvent,stopEvent","MH20BL2411"
"SANGLI","VITA","45","280"," ","869247045901714","VITA Depot","2020-03-18 15:24:50.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH14BT2940"
"AHMADNAGAR","TARAKPUR","4","265"," ","869247044598453","TARAKPUR Depot","2020-03-18 15:23:51.0","0","0","1","0","ON ROAD","stopEvent,locationEvent","MH07C9252"
"SANGLI","KAVTHEMAHANKAL","45","119"," ","862818043695305","SATARA Depot","2020-03-18 14:48:38.0","8.3","0","1","0","ON ROAD","locationEvent","MH14BT4052"
"RAIGAD","ALIBAG","43","13"," ","868997036559670","SH16, Devgaon, Aurangabad, Maharashtra, 431115, India","2020-03-18 14:40:34.0","0","0","1","0","AT DWS","locationEvent,stopEvent","MH06BW0334"
"AURANGABAD","AURANGABAD II","5","19"," ","869247044638424","Aurangabad Central Bus Station, Bus Station Road, Guatam Nagar, Cantonment, Aurangabad, Maharashtra, 431002, India","2020-03-18 14:21:11.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH04JK0268"
"LATUR","LATUR","29","140"," ","862818040411714","NH361H, Rainapur, Bīr, Bid, Maharashtra, 413527, India","2020-03-18 14:00:43.0","37.4","0","1","0","ON ROAD","locationEvent","MH14BT3898"
"NAGPUR","NAGPUR RURAL 2","34","178"," ","862818040338008","Gandhi Baug, Nagpur, Maharashtra, 440001, India","2020-03-18 13:57:10.0","0","0","1","0","ON ROAD","locationEvent,mainBatteryDisconnectAlert,stopEvent","MH29BE0833"
"RATNAGIRI","CHIPLUN","44","62"," ","868996034795013","Industrial Estate, Ratnagiri, Maharashtra, 415612, India","2020-03-18 13:32:30.0","0","0","1","0","AT DWS","locationEvent,lowBatteryAlert","MH06BW0539"
"PUNE","BARAMATI","41","40"," ","862818040294110","BARAMATI - Bus Stop","2020-03-18 13:00:36.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH12EF6549"
"NAGPUR","UMRED","34","275","","862818043734351","Umred, Nagpur, Maharashtra, 441203, India","2020-03-18 08:50:47.0","0","0","1","0","ON ROAD","locationEvent","MH40Y5117"
"PUNE","BARAMATI","41","40"," ","862818040270433","Laxmi Narayan Nagar, Sharadanagar, Pune, Pune District, Maharashtra, India","2020-03-18 00:11:48.0","0","1","1","1","ON ROAD","locationEvent,unauthorizedStopAlert,stopEvent","MH18BG1531"
"SATARA","KARAD","50","128"," ","868997036820494","Karad Bus Stand, Khanapur Road, Agashiv Nagar, Karad, Satara, Maharashtra, 415100, India","2020-03-18 00:09:13.0","0","0","1","0","ON ROAD","locationEvent,stopEvent,unauthorizedStopAlert","MH11BL9437"
"NASIK","NANDGAON","36","177"," ","867322030931455","BOLTHAN - Bus Stop","2020-03-18 00:05:58.0","0","0","1","0","ON ROAD","locationEvent","MH408880"
"RAIGAD","SHRIVARDHAN","43","231"," ","862818043718487","Shrivardhan, Kulāba, Konkan Division, Maharashtra, 402110, India","2020-03-17 23:54:19.0","0","0","1","0","ON ROAD","locationEvent","MH14BT1839"
"NEW VEHICLES","NEW VEHICLES","55","297"," ","862818040427686","State Transport Dept Workshop, Shivaji Park, Kolhapur, Maharashtra, 416003, India","2020-03-17 23:29:29.0","0","0","1","0","ON ROAD","unauthorizedStopAlert,stopEvent,locationEvent","MB1PREHD0KELE9324"
"PUNE","NARAYANGAON","41","180"," ","862818040298590","NARAYANGAON Depot","2020-03-17 23:02:43.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH20D9331"
"SATARA","MEDHA","50","143"," ","862818043707431","SH 73, Medha, Satara, Maharashtra, 415022, India","2020-03-17 22:46:39.0","0","0","2","0","ON ROAD","locationEvent,stopEvent,unauthorizedStopAlert","MH14BT2884"
"JALGAON","JAMNER","23","107"," ","862818040270060","JAMNER Depot","2020-03-17 22:22:43.0","0","0","1","0","AT DWS","locationEvent,stopEvent","MH40N9095"
"JALGAON","JALGAON","23","103"," ","869247044535984","Asoda, Jalgaon, जळगाव, Jalgaon, Maharashtra, 425001, India","2020-03-17 21:19:11.0","0","0","1","0","TRANSFERRED","unauthorizedStopAlert,locationEvent,stopEvent","MH06BW0542"
"RAIGAD","MURUD","43","163","","862818043708066","Murud bus station, Revdanda Murud Road, Murud, Kulāba, Raigad, Maharashtra, 402400, India","2020-03-17 20:54:07.0","0","0","1","0","ON ROAD","locationEvent","MH20BL3693"
"RAIGAD","MURUD","43","163","","862818040433015","Murud bus station, Revdanda Murud Road, Murud, Kulāba, Raigad, Maharashtra, 402400, India","2020-03-17 20:54:07.0","0","0","1","0","ON ROAD","locationEvent","MH20BL3223"
"RAIGAD","MURUD","43","163","","869247045975361","Murud bus station, Revdanda Murud Road, Murud, Kulāba, Raigad, Maharashtra, 402400, India","2020-03-17 20:54:07.0","0","0","1","0","ON ROAD","locationEvent","MH14BT2670"
"AMRAVATI","CHANDUR RAILWAY","3","56"," ","862818043713041","SH241, Chandur, Amravati, Maharashtra, 444904, India","2020-03-17 20:07:41.0","38.5","0","1","1","ON ROAD","locationEvent","MH40N8465"
"AMRAVATI","DARYAPUR","3","74"," ","862818043714213","SH212, Daryapur, Amravati, Maharashtra, 444803, India","2020-03-17 20:03:26.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH40N8967"
"NAGPUR","NAGPUR RURAL 1","34","173"," ","862818040362313","Jat-tarodi Road, Shaniwari, Dhantoli, Nagpur, Maharashtra, 440001, India","2020-03-17 19:20:53.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH40N8672"
"SINDHUDURG","DEOGAD","47","63"," ","862818040265276","MSH4, Devgad, Sindhudurg, Maharashtra, 416613, India","2020-03-17 19:10:11.0","53.1","0","1","0","ON ROAD","locationEvent","MH14BT0139"
"NAGPUR","NAGPUR CBS 2","34","170"," ","862818040412605","Shaniwari, Gandhi Baug, Nagpur, Maharashtra, 440001, India","2020-03-17 18:53:17.0","0","0","1","0","ON ROAD","stopEvent,locationEvent,unauthorizedStopAlert","MH40Y5129"
"NASIK","NASIK I","36","181"," ","869247043456695","136, , Dundahera, Sector 20, Gurugram, Haryana, 122016, India","2020-03-17 18:52:51.0","0","1","1","1","ON ROAD","locationEvent,stopEvent","MH01MH1234"
"RAIGAD","PEN","43","190"," ","862818041633704","NH66, Vadkhal, Kulāba, Raigad, Maharashtra, India","2020-03-17 18:41:44.0","14.2","0","1","0","ON ROAD","locationEvent","MH07C7488"
